name,type,start_time,duration,"data","error"
"Async Serial","data",3.39436367,0.000989582,",",
"Async Serial","data",3.395431536,0.000989582," ",
"Async Serial","data",3.396499362,0.000989582,",",
"Async Serial","data",3.397567186,0.000989582," ",
"Async Serial","data",3.39863501,0.000989582,"*",
"Async Serial","data",3.399702878,0.000989582,"",
"Async Serial","data",3.400770702,0.000989582,"
",
"Async Serial","data",3.465410166,0.000989582,"$",
"Async Serial","data",3.46647799,0.000989582,"D",
"Async Serial","data",3.467545858,0.000989582,"F",
"Async Serial","data",3.468613682,0.000989582,"D",
"Async Serial","data",3.469681506,0.000989582,"M",
"Async Serial","data",3.470749332,0.000989582,"D",
"Async Serial","data",3.471817198,0.000989582,",",
"Async Serial","data",3.472885024,0.000989582,"1",
"Async Serial","data",3.473952848,0.000989582,",",
"Async Serial","data",3.475020672,0.000989582,"1",
"Async Serial","data",3.47608854,0.000989582,",",
"Async Serial","data",3.477156364,0.000989582,"1",
"Async Serial","data",3.478224188,0.000989582,".",
"Async Serial","data",3.479292014,0.000989582,"5",
"Async Serial","data",3.48035988,0.000989582,"9",
"Async Serial","data",3.481427706,0.000989582,"3",
"Async Serial","data",3.48249553,0.000989582,",",
"Async Serial","data",3.483563354,0.000989582,"0",
"Async Serial","data",3.484631222,0.000989582,".",
"Async Serial","data",3.485699046,0.000989582,"2",
"Async Serial","data",3.48676687,0.000989582,"1",
"Async Serial","data",3.487834696,0.000989582,"8",
"Async Serial","data",3.488902562,0.000989582,",",
"Async Serial","data",3.489970388,0.000989582,"1",
"Async Serial","data",3.491038212,0.000989582,"3",
"Async Serial","data",3.492106036,0.000989582,"6",
"Async Serial","data",3.493173904,0.000989582,"0",
"Async Serial","data",3.494241728,0.000989582,",",
"Async Serial","data",3.495309552,0.000989582," ",
"Async Serial","data",3.496377378,0.000989582,",",
"Async Serial","data",3.497445244,0.000989582," ",
"Async Serial","data",3.49851307,0.000989582,"*",
"Async Serial","data",3.499580894,0.000989582,"",
"Async Serial","data",3.500648718,0.000989582,"
",
"Async Serial","data",3.56481808,0.000989582,"$",
"Async Serial","data",3.565885904,0.000989582,"D",
"Async Serial","data",3.566953728,0.000989582,"F",
"Async Serial","data",3.568021554,0.000989582,"D",
"Async Serial","data",3.56908942,0.000989582,"M",
"Async Serial","data",3.570157246,0.000989582,"D",
"Async Serial","data",3.57122507,0.000989582,",",
"Async Serial","data",3.572292894,0.000989582,"0",
"Async Serial","data",3.573360762,0.000989582,",",
"Async Serial","data",3.574428586,0.000989582," ",
"Async Serial","data",3.57549641,0.000989582,",",
"Async Serial","data",3.576564236,0.000989582," ",
"Async Serial","data",3.577632102,0.000989582,",",
"Async Serial","data",3.578699928,0.000989582," ",
"Async Serial","data",3.579767752,0.000989582,",",
"Async Serial","data",3.580835576,0.000989582," ",
"Async Serial","data",3.581903444,0.000989582,",",
"Async Serial","data",3.582971268,0.000989582," ",
"Async Serial","data",3.584039092,0.000989582,",",
"Async Serial","data",3.585106918,0.000989582," ",
"Async Serial","data",3.586174784,0.000989582,"*",
"Async Serial","data",3.58724261,0.000989582,"",
"Async Serial","data",3.588310434,0.000989582,"
",
"Async Serial","data",3.66472922,0.000989582,"$",
"Async Serial","data",3.665797044,0.000989582,"D",
"Async Serial","data",3.66686491,0.000989582,"F",
"Async Serial","data",3.667932736,0.000989582,"D",
"Async Serial","data",3.66900056,0.000989582,"M",
"Async Serial","data",3.670068384,0.000989582,"D",
"Async Serial","data",3.671136252,0.000989582,",",
"Async Serial","data",3.672204076,0.000989582,"0",
"Async Serial","data",3.673271902,0.000989582,",",
"Async Serial","data",3.674339726,0.000989582," ",
"Async Serial","data",3.675407592,0.000989582,",",
"Async Serial","data",3.676475418,0.000989582," ",
"Async Serial","data",3.677543242,0.000989582,",",
"Async Serial","data",3.678611068,0.000989582," ",
"Async Serial","data",3.679678934,0.000989582,",",
"Async Serial","data",3.680746758,0.000989582," ",
"Async Serial","data",3.681814584,0.000989582,",",
"Async Serial","data",3.682882408,0.000989582," ",
"Async Serial","data",3.683950274,0.000989582,",",
"Async Serial","data",3.6850181,0.000989582," ",
"Async Serial","data",3.686085924,0.000989582,"*",
"Async Serial","data",3.68715375,0.000989582,"",
"Async Serial","data",3.688221616,0.000989582,"
",
"Async Serial","data",3.764690648,0.000989582,"$",
"Async Serial","data",3.765758472,0.000989582,"D",
"Async Serial","data",3.766826298,0.000989582,"F",
"Async Serial","data",3.767894122,0.000989582,"D",
"Async Serial","data",3.76896199,0.000989582,"M",
"Async Serial","data",3.770029814,0.000989582,"D",
"Async Serial","data",3.771097638,0.000989582,",",
"Async Serial","data",3.772165464,0.000989582,"0",
"Async Serial","data",3.77323333,0.000989582,",",
"Async Serial","data",3.774301154,0.000989582," ",
"Async Serial","data",3.77536898,0.000989582,",",
"Async Serial","data",3.776436804,0.000989582," ",
"Async Serial","data",3.777504672,0.000989582,",",
"Async Serial","data",3.778572496,0.000989582," ",
"Async Serial","data",3.77964032,0.000989582,",",
"Async Serial","data",3.780708146,0.000989582," ",
"Async Serial","data",3.781776012,0.000989582,",",
"Async Serial","data",3.782843836,0.000989582," ",
"Async Serial","data",3.783911662,0.000989582,",",
"Async Serial","data",3.784979486,0.000989582," ",
"Async Serial","data",3.786047354,0.000989582,"*",
"Async Serial","data",3.787115178,0.000989582,"",
"Async Serial","data",3.788183002,0.000989582,"
",
"Async Serial","data",3.86475878,0.000989582,"$",
"Async Serial","data",3.865826606,0.000989582,"D",
"Async Serial","data",3.866894472,0.000989582,"F",
"Async Serial","data",3.867962296,0.000989582,"D",
"Async Serial","data",3.869030122,0.000989582,"M",
"Async Serial","data",3.870097946,0.000989582,"D",
"Async Serial","data",3.871165812,0.000989582,",",
"Async Serial","data",3.872233638,0.000989582,"0",
"Async Serial","data",3.873301462,0.000989582,",",
"Async Serial","data",3.874369288,0.000989582," ",
"Async Serial","data",3.875437154,0.000989582,",",
"Async Serial","data",3.876504978,0.000989582," ",
"Async Serial","data",3.877572804,0.000989582,",",
"Async Serial","data",3.878640628,0.000989582," ",
"Async Serial","data",3.879708494,0.000989582,",",
"Async Serial","data",3.88077632,0.000989582," ",
"Async Serial","data",3.881844144,0.000989582,",",
"Async Serial","data",3.88291197,0.000989582," ",
"Async Serial","data",3.883979836,0.000989582,",",
"Async Serial","data",3.88504766,0.000989582," ",
"Async Serial","data",3.886115486,0.000989582,"*",
